Time,Humidity,Temperature
2023-12-30 18:09:42,56.14516632970863,3.381000872617892
2023-12-30 18:10:42,47.0,3.153979199011056
2023-12-30 18:11:42,47.0,3.3588652666954406
2023-12-30 18:12:42,47.0,4.162811527921253
2023-12-30 18:13:42,47.0,4.026474044977373
2023-12-30 18:14:42,47.0,4.983994695812335
2023-12-30 18:15:42,47.0,4.657148159722848
2023-12-30 18:16:42,47.0,3.958428437982967
2023-12-30 18:17:42,47.0,4.547698110823024
2023-12-30 18:18:42,47.0,5.068105330724649
2023-12-30 18:19:42,47.0,5.693676152743665
2023-12-30 18:20:42,47.0,6.54822313956122
2023-12-30 18:21:42,47.0,6.53789280540419
2023-12-30 18:22:42,47.0,5.699846882737048
2023-12-30 18:23:42,47.0,5.8382974607810025
2023-12-30 18:24:42,47.0,6.679172107675177
2023-12-30 18:25:42,47.0,7.421819000264528
2023-12-30 18:26:42,47.0,7.727598315901446
2023-12-30 18:27:42,47.0,8.426947601122242
2023-12-30 18:28:42,47.0,8.663701546356945
2023-12-30 18:29:42,47.0,8.42419912195961
2023-12-30 18:30:42,47.0,8.678065353755844
2023-12-30 18:31:42,47.0,9.3917646653925
2023-12-30 18:32:42,47.0,8.44786728694699
2023-12-30 18:33:42,47.0,9.066917760553526
2023-12-30 18:34:42,47.0,8.950426613818147
2023-12-30 18:35:42,47.0,9.267046715641406
2023-12-30 18:36:42,47.0,9.107369331043905
2023-12-30 18:37:42,47.0,8.895754801242678
2023-12-30 18:38:42,47.0,8.690009814245558
2023-12-30 18:39:42,47.0,7.973260367273706
2023-12-30 18:40:42,47.0,6.8475338393679355
2023-12-30 18:41:42,47.0,0.21915568337721436
2023-12-30 18:42:42,47.0,6.784875578903218
2023-12-30 18:43:42,47.0,5.888224996867322
2023-12-30 18:44:42,47.0,5.696072548275028
2023-12-30 18:45:42,47.0,6.423427392124941
2023-12-30 18:46:42,47.0,-0.5717426959775391
2023-12-30 18:47:42,47.0,5.585780824261804
2023-12-30 18:48:42,47.0,5.901635108104183
2023-12-30 18:49:42,47.0,6.201570380387513
2023-12-30 18:50:42,47.0,6.551247322679662
2023-12-30 18:51:42,47.0,6.6784935672244465
2023-12-30 18:52:42,47.0,6.473631964120573
2023-12-30 18:53:42,47.0,8.060349717626623
2023-12-30 18:54:42,47.0,7.375254726148192
2023-12-30 18:55:42,47.0,7.8704982958570655
2023-12-30 18:56:42,47.0,6.994680569120562
2023-12-30 18:57:42,47.0,6.368864522147323
2023-12-30 18:58:42,47.0,6.124139199359115
2023-12-30 18:59:42,47.0,5.959811462162508
2023-12-30 19:00:42,47.0,6.305193686434356
2023-12-30 19:01:42,47.0,5.351113726771877
2023-12-30 19:02:42,47.0,5.293339542381464
2023-12-30 19:03:42,47.0,6.284902622846175
2023-12-30 19:04:42,47.0,6.536478196553351
2023-12-30 19:05:42,47.0,6.900407286049051
2023-12-30 19:06:42,47.0,6.243031685703813
2023-12-30 19:07:42,47.0,6.822762424128249
2023-12-30 19:08:42,47.0,6.69939054944743
2023-12-30 19:09:42,47.0,6.077484733653226
2023-12-30 19:10:42,47.0,6.491057940302222
2023-12-30 19:11:42,47.0,6.041760981579578
2023-12-30 19:12:42,47.0,6.961578322908714
2023-12-30 19:13:42,47.0,6.98394424712301
2023-12-30 19:14:42,47.0,6.423731615752005
2023-12-30 19:15:42,47.0,5.461023736788828
2023-12-30 19:16:42,47.0,4.92146394411535
2023-12-30 19:17:42,47.0,5.673848901721585
2023-12-30 19:18:42,47.0,4.880927822370548
2023-12-30 19:19:42,47.0,5.7967003407385285
2023-12-30 19:20:42,47.0,6.12018267245212
2023-12-30 19:21:42,47.0,6.841814688009681
2023-12-30 19:22:42,47.0,6.980604772833505
2023-12-30 19:23:42,47.0,6.9058813487135255
2023-12-30 19:24:42,47.0,7.82072200207324
2023-12-30 19:25:42,47.0,8.474416166711183
2023-12-30 19:26:42,47.0,8.267486739215817
2023-12-30 19:27:42,47.0,7.833913101406921
2023-12-30 19:28:42,47.0,8.526675545407732
2023-12-30 19:29:42,47.0,9.329284449502913
2023-12-30 19:30:42,47.0,8.796053398511285
2023-12-30 19:31:42,47.0,9.758059958163388
2023-12-30 19:32:42,47.0,10.0
2023-12-30 19:33:42,47.0,10.0
2023-12-30 19:34:42,47.0,9.637765534041218
2023-12-30 19:35:42,47.0,10.0
2023-12-30 19:36:42,47.0,10.0
2023-12-30 19:37:42,47.0,10.0
2023-12-30 19:38:42,47.0,10.0
2023-12-30 19:39:42,47.0,10.0
2023-12-30 19:40:42,47.0,10.0
2023-12-30 19:41:42,47.0,10.0
2023-12-30 19:42:42,47.0,10.0
2023-12-30 19:43:42,47.0,7.797687399738551
2023-12-30 19:44:42,47.0,10.0
2023-12-30 19:45:42,47.0,10.0
2023-12-30 19:46:42,47.0,10.0
2023-12-30 19:47:42,47.0,10.0
2023-12-30 19:48:42,47.0,10.0
2023-12-30 19:49:42,53.924374262883816,10.0
2023-12-30 19:50:42,47.0,10.0
2023-12-30 19:51:42,47.0,10.0
2023-12-30 19:52:42,47.0,10.0
2023-12-30 19:53:42,47.0,10.0
2023-12-30 19:54:42,47.0,0.9994360955619452
2023-12-30 19:55:42,47.0,10.0
2023-12-30 19:56:42,47.0,10.0
2023-12-30 19:57:42,47.0,10.0
2023-12-30 19:58:42,47.0,10.0
2023-12-30 19:59:42,47.0,10.0
2023-12-30 20:00:42,47.0,10.0
2023-12-30 20:01:42,47.0,-4.002721987576523
2023-12-30 20:02:42,47.0,10.0
2023-12-30 20:03:42,47.0,10.0
2023-12-30 20:04:42,47.0,-8.999020197341835
2023-12-30 20:05:42,47.0,10.0
2023-12-30 20:06:42,47.0,-4.604249086591212
2023-12-30 20:07:42,47.0,10.0
2023-12-30 20:08:42,47.0,10.0
2023-12-30 20:09:42,47.0,10.0
2023-12-30 20:10:42,47.0,10.0
2023-12-30 20:11:42,47.0,10.0
2023-12-30 20:12:42,47.0,10.0
2023-12-30 20:13:42,47.0,10.0
2023-12-30 20:14:42,47.0,10.0
2023-12-30 20:15:42,47.0,10.0
2023-12-30 20:16:42,47.0,10.0
2023-12-30 20:17:42,47.0,-2.277615782683462
2023-12-30 20:18:42,47.0,10.0
2023-12-30 20:19:42,47.0,10.0
2023-12-30 20:20:42,47.0,10.0
2023-12-30 20:21:42,47.0,-5.318432188020932
2023-12-30 20:22:42,47.0,10.0
2023-12-30 20:23:42,47.0,10.0
2023-12-30 20:24:42,47.0,10.0
2023-12-30 20:25:42,47.0,10.0
2023-12-30 20:26:42,47.0,10.0
2023-12-30 20:27:42,47.0,10.0
2023-12-30 20:28:42,47.0,10.0
2023-12-30 20:29:42,47.0,10.0
2023-12-30 20:30:42,47.0,10.0
2023-12-30 20:31:42,47.0,10.0
2023-12-30 20:32:42,47.0,10.0
2023-12-30 20:33:42,47.0,10.0
2023-12-30 20:34:42,47.0,10.0
2023-12-30 20:35:42,47.0,10.0
2023-12-30 20:36:42,47.0,10.0
2023-12-30 20:37:42,47.0,10.0
2023-12-30 20:38:42,47.0,10.0
2023-12-30 20:39:42,47.0,10.0
2023-12-30 20:40:42,47.0,10.0
2023-12-30 20:41:42,47.0,10.0
2023-12-30 20:42:42,47.0,10.0
2023-12-30 20:43:42,47.0,10.0
2023-12-30 20:44:42,47.0,10.0
2023-12-30 20:45:42,47.0,10.0
2023-12-30 20:46:42,47.0,10.0
2023-12-30 20:47:42,47.0,10.0
2023-12-30 20:48:42,47.0,10.0
2023-12-30 20:49:42,47.0,10.0
2023-12-30 20:50:42,47.0,10.0
2023-12-30 20:51:42,47.0,10.0
2023-12-30 20:52:42,47.0,10.0
2023-12-30 20:53:42,47.0,10.0
2023-12-30 20:54:42,47.0,10.0
2023-12-30 20:55:42,47.0,10.0
2023-12-30 20:56:42,47.0,10.0
2023-12-30 20:57:42,47.0,10.0
2023-12-30 20:58:42,47.0,10.0
2023-12-30 20:59:42,47.0,10.0
2023-12-30 21:00:42,47.0,10.0
2023-12-30 21:01:42,47.0,10.0
2023-12-30 21:02:42,47.0,10.0
2023-12-30 21:03:42,47.0,10.0
2023-12-30 21:04:42,47.0,10.0
2023-12-30 21:05:42,47.0,10.0
2023-12-30 21:06:42,47.0,10.0
2023-12-30 21:07:42,47.0,10.0
2023-12-30 21:08:42,47.0,10.0
2023-12-30 21:09:42,47.0,10.0
2023-12-30 21:10:42,47.0,10.0
2023-12-30 21:11:42,47.0,10.0
2023-12-30 21:12:42,47.0,10.0
2023-12-30 21:13:42,47.0,10.0
2023-12-30 21:14:42,47.0,10.0
2023-12-30 21:15:42,47.0,10.0
2023-12-30 21:16:42,47.0,10.0
2023-12-30 21:17:42,47.0,10.0
2023-12-30 21:18:42,47.0,10.0
2023-12-30 21:19:42,47.0,10.0
2023-12-30 21:20:42,47.0,10.0
2023-12-30 21:21:42,47.0,10.0
2023-12-30 21:22:42,47.0,10.0
2023-12-30 21:23:42,47.0,10.0
2023-12-30 21:24:42,47.0,10.0
2023-12-30 21:25:42,47.0,10.0
2023-12-30 21:26:42,47.0,10.0
2023-12-30 21:27:42,47.0,10.0
2023-12-30 21:28:42,47.0,10.0
2023-12-30 21:29:42,53.77125939885111,10.0
2023-12-30 21:30:42,47.0,10.0
2023-12-30 21:31:42,47.0,10.0
2023-12-30 21:32:42,47.0,10.0
2023-12-30 21:33:42,47.0,10.0
2023-12-30 21:34:42,47.0,10.0
2023-12-30 21:35:42,47.0,10.0
2023-12-30 21:36:42,47.0,10.0
2023-12-30 21:37:42,47.0,10.0
2023-12-30 21:38:42,47.0,10.0
2023-12-30 21:39:42,47.0,10.0
2023-12-30 21:40:42,47.0,10.0
2023-12-30 21:41:42,47.0,10.0
2023-12-30 21:42:42,47.0,10.0
2023-12-30 21:43:42,47.0,10.0
2023-12-30 21:44:42,47.0,10.0
2023-12-30 21:45:42,47.0,10.0
2023-12-30 21:46:42,47.0,10.0
2023-12-30 21:47:42,47.0,10.0
2023-12-30 21:48:42,47.0,10.0
2023-12-30 21:49:42,47.0,10.0
2023-12-30 21:50:42,47.0,10.0
2023-12-30 21:51:42,47.0,4.535730457193157
2023-12-30 21:52:42,47.0,10.0
2023-12-30 21:53:42,47.0,10.0
2023-12-30 21:54:42,47.0,10.0
2023-12-30 21:55:42,47.0,10.0
2023-12-30 21:56:42,47.0,10.0
2023-12-30 21:57:42,47.0,10.0
2023-12-30 21:58:42,47.0,10.0
2023-12-30 21:59:42,47.0,10.0
2023-12-30 22:00:42,47.0,10.0
2023-12-30 22:01:42,47.0,10.0
2023-12-30 22:02:42,47.0,10.0
2023-12-30 22:03:42,47.0,10.0
2023-12-30 22:04:42,47.0,10.0
2023-12-30 22:05:42,47.0,10.0
2023-12-30 22:06:42,47.0,10.0
2023-12-30 22:07:42,47.0,10.0
2023-12-30 22:08:42,47.0,10.0
2023-12-30 22:09:42,47.0,10.0
2023-12-30 22:10:42,47.0,10.0
2023-12-30 22:11:42,47.0,10.0
2023-12-30 22:12:42,47.0,10.0
2023-12-30 22:13:42,47.0,10.0
2023-12-30 22:14:42,47.0,10.0
2023-12-30 22:15:42,47.0,10.0
2023-12-30 22:16:42,47.0,10.0
2023-12-30 22:17:42,47.0,-6.93751172562779
2023-12-30 22:18:42,47.0,10.0
2023-12-30 22:19:42,47.0,10.0
2023-12-30 22:20:42,47.0,10.0
