filename, Fresh, Half-Fresh, Spoiled
SPOILED-207-_JPG.rf.4e9025c18a5ae21defb30242a670ab05.jpg, 0, 0, 1
SPOILED-261-_JPG.rf.4effa4dd0d8c2fe5579aa5859e7824ea.jpg, 0, 0, 1
FRESH-202-_JPG.rf.4f13e1b8c1559b63d140d294269709e1.jpg, 1, 0, 0
FRESH-721-_JPG.rf.4f770a93bd104098aa7ffb172a90a4df.jpg, 1, 0, 0
FRESH-904-_JPG.rf.4f66185dbff0f068ed39414bfdf1940e.jpg, 1, 0, 0
SPOILED-647-_JPG.rf.4e097c9eb1b560f8756a83240bbb48b7.jpg, 0, 0, 1
SPOILED-482-_JPG.rf.4f38b4015618735318ce10a05d2925c6.jpg, 0, 0, 1
SPOILED-362-_JPG.rf.4f4d1c2b1e7c154ca2225fe80f010f23.jpg, 0, 0, 1
FRESH-172-_JPG.rf.4eea84a92a5e7516a66ea00fb335acf9.jpg, 1, 0, 0
FRESH-489-_JPG.rf.4ee1b694868b6840e358341d5d0e659a.jpg, 1, 0, 0
SPOILED-419-_JPG.rf.50305182b6475809dcbc8d31a7cf5fbc.jpg, 0, 0, 1
SPOILED-431-_JPG.rf.4e99492d678ea22f62d54d758bc6909b.jpg, 0, 0, 1
SPOILED-193-_JPG.rf.5024e1bf40d1d1ca61710a071d5b82ac.jpg, 0, 0, 1
SPOILED-273-_JPG.rf.4e950866f1dd40bfb5998e24251fa7fe.jpg, 0, 0, 1
SPOILED-446-_JPG.rf.502592b071f3238d0ec42181e3ed5289.jpg, 0, 0, 1
HALF-FRESH-385-_JPG.rf.50a34858702cd466a356921aad0e1871.jpg, 0, 1, 0
HALF-FRESH-825-_JPG.rf.50bb526565af8d2838f885747011a3e8.jpg, 0, 1, 0
FRESH-261-_JPG.rf.504e8e0176ff2cd8f2bde5d5ff715009.jpg, 1, 0, 0
FRESH-647-_JPG.rf.50ed0867c059285ebbfaf19f9b6a106d.jpg, 1, 0, 0
FRESH-587-_JPG.rf.5063eb175fcb6f3654d574a0bd01a160.jpg, 1, 0, 0
FRESH-116-_JPG.rf.50f2791bbb268cc3cb5e7999160ea363.jpg, 1, 0, 0
FRESH-256-_JPG.rf.50fd9c3890678fc910893c8eeeb23bac.jpg, 1, 0, 0
FRESH-233-_JPG.rf.50f6dd68c682daf60b494dab14434e17.jpg, 1, 0, 0
HALF-FRESH-714-_JPG.rf.507e8e9f230a4151ab287f3f21b53305.jpg, 0, 1, 0
FRESH-874-_JPG.rf.5103af39590ff5c9baeb77a0b24f98b8.jpg, 1, 0, 0
SPOILED-282-_JPG.rf.511fcf57bbc3a4a1313200a71ad8b87a.jpg, 0, 0, 1
HALF-FRESH-920-_JPG.rf.5132e7eaccd2a6ef9fa32710670085bd.jpg, 0, 1, 0
FRESH-726-_JPG.rf.517148c08602fc516cbc0021a6984098.jpg, 1, 0, 0
HALF-FRESH-802-_JPG.rf.51a3b5b6fe1dc804c30de2460d2d9ed6.jpg, 0, 1, 0
SPOILED-1008-_JPG.rf.51acdf3d5ccb48a46aafe8786859e0a2.jpg, 0, 0, 1
HALF-FRESH-794-_JPG.rf.51bb391de2a7d762887adbf9993f3629.jpg, 0, 1, 0
HALF-FRESH-89-_JPG.rf.51c54eb66dfd0424fd8a9870daaadccc.jpg, 0, 1, 0
SPOILED-23-_JPG.rf.51cba315123b89eef7046ddca73970d8.jpg, 0, 0, 1
SPOILED-165-_JPG.rf.51f8aa6ca0d885568cb486222593ed2b.jpg, 0, 0, 1
SPOILED-637-_JPG.rf.51fe3776fa3459cf4ff2f3dfe1dccf08.jpg, 0, 0, 1
HALF-FRESH-221-_JPG.rf.52017b0b7054c42c993d241c5bc5b0d1.jpg, 0, 1, 0
SPOILED-199-_JPG.rf.520a79d0f1fc703151b3f26a323b4d84.jpg, 0, 0, 1
SPOILED-111-_JPG.rf.5238ce07a45a93e8cc632f6dbf7c80c3.jpg, 0, 0, 1
HALF-FRESH-424-_JPG.rf.529b6ef161af3c2e0cc67df2469d6097.jpg, 0, 1, 0
SPOILED-467-_JPG.rf.52af2dc4c11fda7eb2f8bd1f595e52f2.jpg, 0, 0, 1
HALF-FRESH-145-_JPG.rf.52c35625005eda402afc2134b0c5b976.jpg, 0, 1, 0
HALF-FRESH-814-_JPG.rf.52d48eb04aaa64016f2907f5a8ae19dd.jpg, 0, 1, 0
HALF-FRESH-117-_JPG.rf.535200f57df206ee399fa9afa98c9678.jpg, 0, 1, 0
SPOILED-503-_JPG.rf.5374df1a644eb1a59f854239ed3cb5bb.jpg, 0, 0, 1
FRESH-381-_JPG.rf.53971748cb4ec295bf25da858327bda8.jpg, 1, 0, 0
FRESH-645-_JPG.rf.53c3142ec2e98e09f5309a5666d4f33f.jpg, 1, 0, 0
SPOILED-338-_JPG.rf.53cc04a731e47cbb934f17835f15058f.jpg, 0, 0, 1
SPOILED-279-_JPG.rf.53ed90376c49395dec21f82a593565eb.jpg, 0, 0, 1
SPOILED-607-_JPG.rf.540120d955252212bdef2a5e68661b51.jpg, 0, 0, 1
HALF-FRESH-954-_JPG.rf.54339ccadc196984be197b56fe15e139.jpg, 0, 1, 0
FRESH-759-_JPG.rf.5435fce20fc536b3c6e61e03bfe0774f.jpg, 1, 0, 0
HALF-FRESH-535-_JPG.rf.54848b4bdcf42746bfd5c5362cb0f208.jpg, 0, 1, 0
SPOILED-437-_JPG.rf.548dd5786bc9487c3b47e5f234f4e1c6.jpg, 0, 0, 1
SPOILED-547-_JPG.rf.54c961325cebb87b0c62549544740016.jpg, 0, 0, 1
HALF-FRESH-928-_JPG.rf.54d57c317e45fc4dbf24d653f5c99549.jpg, 0, 1, 0
FRESH-490-_JPG.rf.54ecaf906bf7322eeacef63577653fc2.jpg, 1, 0, 0
SPOILED-628-_JPG.rf.54fd146f65472e21942cc595e15d2cf5.jpg, 0, 0, 1
SPOILED-743-_JPG.rf.551dd582df02eafeb14f1cb71e96c0b8.jpg, 0, 0, 1
HALF-FRESH-785-_JPG.rf.5593758f0dcf3d31248c38e3bf2d8f44.jpg, 0, 1, 0
SPOILED-442-_JPG.rf.55a521cd3e7a655374525d7a0d04c376.jpg, 0, 0, 1
FRESH-416-_JPG.rf.55b9242114ad54d821c9a35b9861bc86.jpg, 1, 0, 0
FRESH-602-_JPG.rf.55e148c09b8f629156d478d956e9b0b5.jpg, 1, 0, 0
HALF-FRESH-1003-_JPG.rf.55ea1f075ad59ef8abd805233446cb78.jpg, 0, 1, 0
HALF-FRESH-55-_JPG.rf.56090af15d4d4baa39392f314cd6a219.jpg, 0, 1, 0
HALF-FRESH-303-_JPG.rf.5600b97133891f8c97ee205124d610eb.jpg, 0, 1, 0
SPOILED-302-_JPG.rf.563d23f5f86bb8b458c541383ce9a466.jpg, 0, 0, 1
FRESH-207-_JPG.rf.565da96a329c389d0b7ba3894473f785.jpg, 1, 0, 0
SPOILED-112-_JPG.rf.565eb4b4c25aef7b080602f0a200517e.jpg, 0, 0, 1
FRESH-557-_JPG.rf.5681202afce32a98d4a4f43471c2cdc9.jpg, 1, 0, 0
FRESH-324-_JPG.rf.569d8dd7ca11e037d1508bd4e697b202.jpg, 1, 0, 0
HALF-FRESH-344-_JPG.rf.56a5a78b9ff4b38c15ef10e5b737b8f3.jpg, 0, 1, 0
HALF-FRESH-745-_JPG.rf.56d5ed0dc44c5d643719d7b19ea5602b.jpg, 0, 1, 0
HALF-FRESH-82-_JPG.rf.56ed73a990826d215f91e032c3fd26bd.jpg, 0, 1, 0
HALF-FRESH-812-_JPG.rf.56f551d79eee6da8f6597a2d8f299dac.jpg, 0, 1, 0
FRESH-37-_JPG.rf.575b17e8834bb197891e239582dde648.jpg, 1, 0, 0
FRESH-746-_JPG.rf.5779472b0089553cfe201db4a87887f1.jpg, 1, 0, 0
FRESH-471-_JPG.rf.579ceaadd7a72678e417d0bc9e81ec38.jpg, 1, 0, 0
FRESH-844-_JPG.rf.580e9dbe7575c0cbdda8a8382bd43aa9.jpg, 1, 0, 0
SPOILED-635-_JPG.rf.57dfaaa781fd6c32a0e6fa85cbf3d9ba.jpg, 0, 0, 1
SPOILED-1026-_JPG.rf.583052b156fe328ada1cc3fd6ff6d1a4.jpg, 0, 0, 1
SPOILED-326-_JPG.rf.5856812d3588591afedf47ea4b114031.jpg, 0, 0, 1
SPOILED-281-_JPG.rf.58a002ca0f7da2273d0b2e22bec18fb2.jpg, 0, 0, 1
SPOILED-450-_JPG.rf.58adf9a41e7c63876ec256a0136258b6.jpg, 0, 0, 1
HALF-FRESH-989-_JPG.rf.58b257e1d7092be98e1849a06f588f30.jpg, 0, 1, 0
HALF-FRESH-298-_JPG.rf.58e2b08245e81c3c43c50cd7b3be5d1f.jpg, 0, 1, 0
SPOILED-430-_JPG.rf.56293fff02eb19a17c2a4b1ed8b3e194.jpg, 0, 0, 1
SPOILED-473-_JPG.rf.58edc5fb1041afb2dee8af68920a8b70.jpg, 0, 0, 1
SPOILED-60-_JPG.rf.58fbb67b985a22d5b6191a321fb7d89c.jpg, 0, 0, 1
FRESH-782-_JPG.rf.5927a459322257157ab5159a6bdb6ed8.jpg, 1, 0, 0
FRESH-367-_JPG.rf.5932f32c601ba2df084ace8ef7f7935e.jpg, 1, 0, 0
FRESH-63-_JPG.rf.5950bd9ae0c33cf12f50594703b2643b.jpg, 1, 0, 0
FRESH-55-_JPG.rf.597eec690772e98f2880de497748f1f6.jpg, 1, 0, 0
SPOILED-493-_JPG.rf.5610fc323705c64c19ec3b3ec09a4c58.jpg, 0, 0, 1
FRESH-694-_JPG.rf.5994d911beea575a81727c775ea89606.jpg, 1, 0, 0
HALF-FRESH-38-_JPG.rf.599eb4b7f4ba53df35e22cb06b6ee79b.jpg, 0, 1, 0
FRESH-891-_JPG.rf.59df92502cb962199ebe85484f560aa6.jpg, 1, 0, 0
HALF-FRESH-347-_JPG.rf.59fae4dc0c9452dd054db3113b4649f7.jpg, 0, 1, 0
FRESH-268-_JPG.rf.5a001794d2f3d526aa4480208af523d7.jpg, 1, 0, 0
FRESH-456-_JPG.rf.5a0ad245eb0dcc37a6a321addc1b28ea.jpg, 1, 0, 0
SPOILED-387-_JPG.rf.5a3302cde74d00ef7bfa88e526bd0fae.jpg, 0, 0, 1
SPOILED-34-_JPG.rf.5a413d4ac7f1f3cc786f82e05e533980.jpg, 0, 0, 1
HALF-FRESH-310-_JPG.rf.5a78a9b5eebd1ae6ac2e7c933c37541f.jpg, 0, 1, 0
FRESH-475-_JPG.rf.5a89ca7d628a40b0f8459d985c98a941.jpg, 1, 0, 0
HALF-FRESH-688-_JPG.rf.5aa078a7eb61c92af6ef1b993dc4c86e.jpg, 0, 1, 0
HALF-FRESH-526-_JPG.rf.5acedd1cefd801c656a257f0af8904af.jpg, 0, 1, 0
HALF-FRESH-781-_JPG.rf.5ae36077451f8ce8cb04586f37f99e55.jpg, 0, 1, 0
FRESH-634-_JPG.rf.5b283c0dd67d50b0d796f82076cc9b0c.jpg, 1, 0, 0
FRESH-190-_JPG.rf.5b7c4fac61a0754d48107654d39a6657.jpg, 1, 0, 0
SPOILED-355-_JPG.rf.5b60698c02be4eff5bc7257c7a3d6298.jpg, 0, 0, 1
HALF-FRESH-434-_JPG.rf.5b8583087cd5a0ac3828c378dc8cbdc0.jpg, 0, 1, 0
FRESH-959-_JPG.rf.5ba492db7d47ba5b1d0f65fbd2a9062a.jpg, 1, 0, 0
FRESH-988-_JPG.rf.5ae3b79cd35d4de5361b3bc1bd2d5376.jpg, 1, 0, 0
HALF-FRESH-165-_JPG.rf.5be41f27256aead680376bfc98139927.jpg, 0, 1, 0
SPOILED-1035-_JPG.rf.5be50b7df653ce94b1bf294244b1b84a.jpg, 0, 0, 1
HALF-FRESH-791-_JPG.rf.5bf6f6dc97b09f2719bfd7d703a61766.jpg, 0, 1, 0
HALF-FRESH-171-_JPG.rf.5c0296dd0b2daf3c8db0350445f23b51.jpg, 0, 1, 0
FRESH-340-_JPG.rf.5c2509ec7ed18f6c220e82cc04b5d815.jpg, 1, 0, 0
HALF-FRESH-400-_JPG.rf.5c2f6010a1bb24030b1816453e3a6b24.jpg, 0, 1, 0
HALF-FRESH-272-_JPG.rf.5c5e2141ffcb8aa39b8b92b7c24e60fc.jpg, 0, 1, 0
HALF-FRESH-392-_JPG.rf.5ca8b93374e156f10fe53fc46c4863ee.jpg, 0, 1, 0
SPOILED-494-_JPG.rf.5cc05c8e9e258b9ae1e7e83cbe3b4fa8.jpg, 0, 0, 1
HALF-FRESH-798-_JPG.rf.5cc1b8f2d9b5c9f8fbdccf68b82184ad.jpg, 0, 1, 0
FRESH-229-_JPG.rf.5cf48935a47ca3d08c90c23fbf144d8a.jpg, 1, 0, 0
HALF-FRESH-245-_JPG.rf.5d2904895c5e957e2b1e351859087f81.jpg, 0, 1, 0
HALF-FRESH-149-_JPG.rf.5d60c99f96f432036ee49abc8f94c532.jpg, 0, 1, 0
FRESH-826-_JPG.rf.5d7093f452a6198c231c6047730bab72.jpg, 1, 0, 0
SPOILED-14-_JPG.rf.5d8c8706d84ffaa19dddd6749c14f288.jpg, 0, 0, 1
HALF-FRESH-366-_JPG.rf.5e237c8234de8918c4f64ef62220f5f3.jpg, 0, 1, 0
FRESH-16-_JPG.rf.5ea80d5edb5a1017c9ccc54ae793a0c8.jpg, 1, 0, 0
FRESH-263-_JPG.rf.5eabae83566e3a750a30211cfd263d28.jpg, 1, 0, 0
SPOILED-756-_JPG.rf.5f1b904ee91e9a835d3c0cffcbe2c6c7.jpg, 0, 0, 1
SPOILED-135-_JPG.rf.5f38812c247cfe59ebc822d6c64e45f7.jpg, 0, 0, 1
HALF-FRESH-782-_JPG.rf.5f737c011add8ceee59e96b3460b225a.jpg, 0, 1, 0
FRESH-494-_JPG.rf.5f82ab337d14b72dec0e7ea0ddba75b2.jpg, 1, 0, 0
FRESH-448-_JPG.rf.5fa7d2234ed4549fd34d404e0c133ae0.jpg, 1, 0, 0
SPOILED-724-_JPG.rf.5fba2cb025231f2ae2dae7e114817373.jpg, 0, 0, 1
SPOILED-158-_JPG.rf.5fd1ec3fc468ce0dc32eb6ddcd1e0d42.jpg, 0, 0, 1
FRESH-658-_JPG.rf.5fd2b64c74006af1d228af506f5325ce.jpg, 1, 0, 0
SPOILED-176-_JPG.rf.5fe3730388fd8f01678c88598a5d433b.jpg, 0, 0, 1
HALF-FRESH-397-_JPG.rf.5fe57534f97cdf50221fcac91e9ed768.jpg, 0, 1, 0
HALF-FRESH-647-_JPG.rf.5ff35da978b54344594620a193511d1a.jpg, 0, 1, 0
FRESH-951-_JPG.rf.602392766f216361842c3ce3f0871b70.jpg, 1, 0, 0
HALF-FRESH-13-_JPG.rf.60628a0ffa70327715df7d497444665d.jpg, 0, 1, 0
SPOILED-474-_JPG.rf.60651efd5b0b2acee05f2d7c5b0fb5ee.jpg, 0, 0, 1
FRESH-579-_JPG.rf.611495f5ae5cab88da4311dbacdf08e4.jpg, 1, 0, 0
FRESH-360-_JPG.rf.615702252251e2e379b4712704aece09.jpg, 1, 0, 0
HALF-FRESH-263-_JPG.rf.616bad3e283063efbf373e8d688623b5.jpg, 0, 1, 0
FRESH-320-_JPG.rf.6173801baed3470ed41c03ef28736307.jpg, 1, 0, 0
SPOILED-15-_JPG.rf.606f868cf562f9da65aa430eb39d83e9.jpg, 0, 0, 1
SPOILED-313-_JPG.rf.61cdc7646ad8b7c4d1b02ab59b779efa.jpg, 0, 0, 1
HALF-FRESH-289-_JPG.rf.61d062f59c5107f1a0f6c1f3717eb668.jpg, 0, 1, 0
SPOILED-421-_JPG.rf.61efd71ac6ac9848122d08178ad73a17.jpg, 0, 0, 1
HALF-FRESH-380-_JPG.rf.6200b2faf28c2b642444b4d1b8b9b5d4.jpg, 0, 1, 0
SPOILED-256-_JPG.rf.6217e05592290a2d261398b682a1103f.jpg, 0, 0, 1
FRESH-274-_JPG.rf.6220fc81c7cba76bdbcfc67e7563cf1e.jpg, 1, 0, 0
HALF-FRESH-829-_JPG.rf.6221af58a9779a88d8ae3969aae21ceb.jpg, 0, 1, 0
HALF-FRESH-287-_JPG.rf.62293364cbf5b254b78fa93a39d55aa6.jpg, 0, 1, 0
SPOILED-365-_JPG.rf.6238e6b3aefafb3cb852323023e50e62.jpg, 0, 0, 1
HALF-FRESH-35-_JPG.rf.625113146e770247693394b25ed73bd4.jpg, 0, 1, 0
